Id	Name
C1512709	Chronic Lymphoproliferative Disorder of NK-Cells
C1512751	Infiltrating Urothelial Carcinoma
C1512981	Mammary Tumorigenesis
C1513269	Microcysts
C1513302	Mild Adverse Event
C1513365	Mixed Epithelial/Mesenchymal Metaplastic Breast Carcinoma
C1513718	Mucin-Producing Intrahepatic Cholangiocarcinoma
C1513734	Solid/Multicystic Ameloblastoma
C1514225	Poorly Differentiated Neuroblastoma
C1514284	Potassium Deficiency Disorder
C1514422	Glioblastoma, IDH-Wildtype
C1514428	Primary peritoneal carcinoma
C1514507	Prostate Basal Cell Carcinoma
C1514517	Prostate Stromal Proliferation of Uncertain Malignant Potential
C1514910	Rete Testis Adenoma
C1514915	Retinal hemangioblastoma
C1515091	Surgically-Created Resection Cavity
C1515107	Synchronous Bilateral Breast Carcinoma
C1515283	Testicular gonadoblastoma
C1515286	Testicular Intratubular Germ Cell Neoplasia, Unclassified
C1516061	Astler-Coller B1 Rectal Carcinoma
C1516098	B-Lymphoma Development
C1516419	Cervical Mesonephric Adenocarcinoma
C1516474	Cellular Congenital Mesoblastic Nephroma
C1516490	Cholangiolocellular Carcinoma
C1516552	Overt Primary Myelofibrosis
C1516553	Prefibrotic/Early Primary Myelofibrosis
C1516857	Serous Endometrial Intraepithelial Carcinoma
C1516858	Endometrial Small Cell Carcinoma
C1516865	Endometrial Undifferentiated Carcinoma
C1516974	Estrogen Receptor Status - Clinical Trial Eligibility Criteria
C1517444	Ganglioneuroblastoma, Intermixed
C1517445	Ganglioneuroblastoma, Nodular
C1517658	Cervical Keratinizing Squamous Cell Carcinoma
C1517894	Lipid-Rich Breast Carcinoma
C1518004	Low Grade B-Cell Non-Hodgkin's Lymphoma
C1518005	Low Grade Cervical Squamous Intraepithelial Neoplasia
C1518693	Clear cell adenocarcinoma of ovary
C1518715	Ovarian Fetiform Teratoma
C1518716	Ovarian gonadoblastoma
C1518736	Ovarian Small Cell Carcinoma, Hypercalcemic Type
C1518868	Pancreatic Intraductal Papillary-Mucinous Adenoma
C1518922	peak expiratory flow (procedure)
C1519020	Peroxisome Proliferation
C1519086	Pilomyxoid astrocytoma
C1519172	Salivary Gland Carcinoma ex Pleomorphic Adenoma
C1519176	Salivary Gland Pleomorphic Adenoma
C1519214	Glioblastoma, IDH-Mutant
C1519233	Seminal Vesicle Adenocarcinoma
C1519346	Skin Carcinogenesis
C1519353	Skin Papule
C1519383	Smoking Behaviors
C1519653	Trisomy 4
C1519665	Tumor-Associated Process
C1519666	Tumor-Associated Vasculature
C1519670	Tumor Angiogenesis
C1519675	Tumor Cell Mobility
C1519678	Tumor Expansion
C1519680	Tumor Immunity
C1519689	Tumor Promotion
C1519702	Turcot Syndrome Type 1
C1519703	Turcot Syndrome Type 2
C1519714	Type II Endometrial Adenocarcinoma
C1519719	Type I Endometrial Adenocarcinoma
C1519787	Undifferentiated Neuroblastoma
C1519847	Uterine Corpus Dissecting Leiomyoma
C1520078	Vulvar Deep "Aggressive" Angiomyxoma
C1521897	Mature T ALL
C1522133	Hypercholesterolemia result
C1522135	Hypermagnesemia result
C1522378	Leukemia, Large Granular Lymphocytic
C1522512	Transient Situational Disturbance
C1524032	Depression and Suicide
C1524056	Breast Adenolipoma
C1527168	Bonnevie-Ullrich Syndrome
C1527197	Angioblastic Meningioma
C1527225	Radiation-induced disorder
C1527231	Adrenomyeloneuropathy
C1527258	Infantile paralysis
C1527284	Dental Pulp Stone
C1527287	Acanthocheilonemiasis
C1527298	Dysentery, Bacillary
C1527303	Chronic Airflow Obstruction
C1527304	Allergic Reaction
C1527306	spasmus nutans
C1527310	Ametropia
C1527311	Brain Edema
C1527317	Alpha-Aminoadipic Semialdehyde Deficiency Disease
C1527335	Transient Ischemic Attack, Anterior Circulation
C1527336	Sjogren's Syndrome
C1527337	Familial Amyloid Polyneuropathy, Appalachian Type
C1527338	Hereditary Cerebral Amyloid Angiopathy, Icelandic Type
C1527340	Voice Disturbance
C1527344	Dysphonia
C1527348	Brain Hypoxia
C1527349	Ductal Breast Carcinoma
C1527352	Hepatic Form of Wilson Disease
C1527358	Phototoxicity
C1527366	Salaam Seizures
C1527375	Cystic Breast Disease
C1527383	Morphea
C1527384	Involuntary Quiver
C1527388	Amniotic Bands
C1527390	Neoplasms, Intracranial
C1527395	Ogilvie Syndrome
C1527396	Fibrocystic Disease of Pancreas
C1527402	Narcotic Dependence
C1527404	Female Pseudo-Turner Syndrome
C1527405	Erythrocytosis
C1527407	Eosinophilic Pneumonia
C1527411	Thrombosis of retinal vein
C1527424	Cervical Squamous Intraepithelial Neoplasia 1
C1531394	Perinatal jaundice
C1531500	Alpha carotene level
C1531551	Chronic myeloid leukemia in lymphoid blast crisis
C1531553	Dendritic cell neoplasm
C1531582	Anterior segment ischemia
C1531608	Smoldering myeloma
C1531624	Cardioembolic stroke
C1531646	Central topographic island
C1531647	Cerebral ventriculomegaly
C1531773	Currarino triad
C1531795	A pattern strabismus
C1532094	Paralytic rabies
C1532195	Gossypiboma
C1532237	Disorder of immune function
C1532322	Infectious Endophthalmitis
C1532710	Isoniazid resistant tuberculosis
C1532782	Rifampicin resistant tuberculosis
C1532790	Sarcoid uveitis
C1533022	Histiocytic proliferation
C1533041	Primary congenital glaucoma
C1533060	Multifocal choroiditis
C1533161	Eccrine Poroma
C1533163	Disorder of cellular component of blood
C1533172	Infantile nystagmus syndrome
C1533174	Acute myeloid leukemia, inv(16)(p13q22)
C1533217	Methamphetamine dependence
C1533568	fertility disorders
C1533587	Hydroxymethylglutaric aciduria
C1533592	Malignant Paraganglionic Neoplasm
C1533628	Pseudo-Zellweger syndrome
C1533650	child neglect behavior
C1533847	Disorder of skeletal muscle
C1535510	ADENOMAS AND ADENOCARCINOMAS
C1535893	Orthostatic intolerance
C1535917	Nipah Virus Infection
C1535926	Neurodevelopmental Disorders
C1535939	Pneumocystis jiroveci pneumonia
C1535942	Polyglandular Type III Autoimmune Syndrome
C1535950	Gastrointestinal inflammation
C1535953	Stenosis of foramen magnum
C1535964	Cholestatic pruritus
C1535978	Hyperchylomicronemia
C1535985	Staphylococcal osteomyelitis
C1536010	Lymphoma transformation
C1536021	Dysbacteriosis
C1536074	Osteoarticular pain
C1536075	Sudden unexplained death in epilepsy
C1536085	Geographic Atrophy
C1536087	Negative myoclonus
C1536088	Positive myoclonus
C1536114	Central pain syndrome
C1536131	Heart failure NYHA class II
C1536148	Chocolate cyst of ovary
C1536168	Chronic pelvic pain syndrome
C1536180	Refractory angina pectoris
C1536220	ST segment elevation myocardial infarction
C1536221	Non ST segment elevation myocardial infarction
C1536222	Non STEMI
C1536451	Central areolar choroidal sclerosis
C1536500	Deficiency of acetyl-CoA acetyltransferase
C1536526	Bowenoid papulosis of penis
C1536651	Arterial leg ulcer
C1536999	cancer angiogenesis
C1537102	Schneiderian papilloma, inverted
C1540600	Cerebral seizure
C1540912	Hypereosinophilic syndrome
C1541316	Adult Giant Cell Glioblastoma
C1541317	Adult Gliosarcoma
C1541333	adult acute myeloid leukemia with inv(16)(p13;q22)
C1541567	Adult Oligodendroglial Tumor
C1541844	PRESENILE AND SENILE DEMENTIA
C1541923	Infective endocarditis
C1542327	Fetus or newborn affected by alcohol transmitted via placenta or breast milk
C1542647	bullous staphylococcal impetigo
C1542667	Congenital erythroid hypoplasia
C1549006	Acute Hemolytic Transfusion Reaction
C1557335	Ocular surface disease
C1557375	Blurred Vision, CTCAE
C1560249	Adverse Event Associated with Cardiac Arrhythmia
C1560305	Prolonged QTc interval
C1561643	Chronic Kidney Diseases
C1561826	Overweight and obesity
C1561828	Anemia in chronic kidney disease
C1561829	Anemia in end stage renal disease
C1561921	Non-ST elevation (NSTEMI) myocardial infarction
C1561955	Fibrinogen, CTCAE
C1561989	Limbal stem cell deficiency
C1561993	Valvular sclerosis
C1562028	Undifferentiated inflammatory arthritis
C1562061	Microspherophakia
C1562067	Human T-cell Lymphoma Virus Type -1 associated uveitis
C1562095	Right ventricular systolic dysfunction
C1562113	Fleck corneal dystrophy
C1562230	Retinochoroidopathy
C1562312	Estrogen receptor positive tumor
C1562503	Vein of Galen Malformations
C1562585	Leprosy, Multibacillary
C1562689	Congenital hereditary endothelial dystrophy
C1562722	Acute cerebellar syndrome
C1562761	Punctate epithelial keratitis
C1562893	Retrocorneal fibrous membrane
C1562894	Thiel-Behnke corneal dystrophy
C1562901	Peripheral ulcerative keratitis
C1562908	Leprosy, Paucibacillary
C1563119	Hormone receptor positive tumor
C1563274	Congenital hereditary endothelial dystrophy,CHED 2
C1563666	Dysarthria, Guttural
C1563696	DNA Repair-Deficiency Disorders
C1563697	Chromosome Instability Syndromes
C1563705	Nephrogenic Diabetes Insipidus, Type I
C1563706	Nephrogenic Diabetes Insipidus, Type II
C1563709	Myopathic Ophthalmopathy
C1563715	Andersen Syndrome
C1563716	Thyroid Dysgenesis
C1563718	Genital Infantilism
C1563719	Kallmann Syndrome 1
C1563720	Kallmann Syndrome 2 (disorder)
C1563730	Abdominal Cryptorchidism
C1563731	Inguinal Cryptorchidism
C1563743	adiposity
C1563937	Atherogenesis
C1565106	Headache Disorders, Primary
C1565249	Mobility Limitation
C1565321	Cholera Infantum
C1565489	Renal Insufficiency
C1565662	Acute Kidney Insufficiency
C1565885	Direct Hyperbilirubinemia, Neonatal
C1565886	Indirect Hyperbilirubinemia, Neonatal
C1565887	Newborn physiological jaundice
C1565950	Posterior Fossa Meningioma
C1565951	Sphenoid Wing Meningioma
C1566050	Icterus Gravis Neonatorum
C1566302	Preterm Premature Rupture of Fetal Membranes
C1566590	Delayed Graft Function
C1567257	Granulosa Cell Cancer
C1567426	Unilateral Multicystic Dysplastic Kidney
C1567427	Bilateral Multicystic Dysplastic Kidneys
C1567435	Polycystic Kidney - body part
C1567741	Alport Syndrome
C1567742	Alport Syndrome, X-Linked
C1567743	Alport Syndrome, Autosomal Dominant
C1567744	Alport Syndrome, Autosomal Recessive
C1568247	Usher Syndrome, Type I
C1568248	Usher Syndrome, Type III
C1568249	Usher Syndrome, Type II
C1568272	Tendinopathy
C1568363	Tendinosis
C1568868	Oral Mucositis
C1569637	Adenocarcinoma, Endometrioid
C1571983	Involutional paraphrenia
C1571984	Psychosis, Involutional
C1578482	Valgus deformities of feet
C1578691	Myxedema, Congenital
C1578917	Islet cell adenomatosis
C1579029	Chronic uremia
C1579665	Leg ischaemia
C1579873	Retinal thrombosis
C1608389	Autoimmune myocarditis
C1608393	Megacystis microcolon intestinal hypoperistalsis syndrome
C1608408	Malignant transformation
C1608410	Head titubation
C1608426	Compensated cirrhosis
C1608955	Mycobacterium abscessus Infection
C1608971	Optic nerve pallor
C1608983	Mal de debarquement
C1609433	Congenital absence of kidneys syndrome
C1609519	Myelolipoma of adrenal gland
C1609524	ADHF
C1609528	Restrictive deficit on pulmonary function testing
C1609533	Functional abdominal pain
C1609535	Invasive Candidiasis
C1609538	Latent Tuberculosis
C1610065	Urethral atresia
C1610066	Urinary tract inflammation
C1610069	Circulatory depression
C1610071	Uhthoff's phenomenon
C1610605	Graft versus host disease in skin
C1610617	Burkholderia cepacia Infection
C1610619	Acinetobacter bacteraemia
C1610621	Factor II mutation
C1610637	Granulomatous infection
C1611159	Lack of satiety
C1611171	Thalamic infarction
C1611184	Calcification of coronary artery
C1611195	Congenital corneal dystrophy
C1611706	Myosclerosis
C1611743	Familial (FPAH)
C1617072	Infection caused by Lassa virus
C1619634	erythrocyte sedimentation rate result
C1619692	Nephrogenic Fibrosing Dermopathy
C1619700	RENAL ADYSPLASIA
C1619711	Gastrointestinal telangiectasia
C1619716	Cystatin C measurement
C1619727	Decompensated cirrhosis of liver
C1619733	Gout flare
C1619738	Immune Reconstitution Inflammatory Syndrome
C1621719	Lymphoepithelioid lymphoma (clinical)
C1621895	Adrenal hyperplasia
C1621920	Intermediate Maple Syrup Urine Disease
C1621958	Glioblastoma Multiforme
C1622345	Meretoja syndrome
C1622434	Suxamethonium sensitivity
C1622439	Lentiglobus
C1622502	Portal cirrhosis
C1622510	Neurocytoma
C1622814	Adult Diffuse Small Cleaved Cell Lymphoma
C1623038	Cirrhosis
C1623209	Okihiro Syndrome
C1623258	Electrocardiography
C1626206	Paraneoplastic optic neuropathy
C1627767	Follicular mycosis fungoides
C1628319	Lattice corneal dystrophy Type II
C1629504	Atypical Burkitt's lymphoma
C1629609	Age at menopause
C1631597	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)
C1632842	Complicated appendicitis
C1636149	Macular dystrophy, corneal type 1
C1641846	Groenouw corneal dystrophy type I (disorder)
C1641852	Gelatinous droplike corneal dystrophy
C1644196	Ectopia Lentis with Ectopia of Pupil
C1654637	androgen independent prostate cancer
C1655035	congenital muscle disorder
C1656427	Early onset schizophrenia
C1658953	tumor vasculature
C1659098	Complete paraplegia
C1688637	Intraoperative floppy iris syndrome
C1689817	Cardiomyopathy associated with another disorder
C1690006	Lattice corneal dystrophy Type I
C1691013	Macular corneal dystrophy Type II (disorder)
C1691215	Penile hypospadias
C1691228	Cystic Kidney Diseases
C1691779	Sensory hearing loss
C1692871	Inflammatory polyarthritis
C1692886	Arthritis, Bacterial
C1695689	Non-dipping
C1695776	Vertebral wedging
C1695782	Cerebral hypoperfusion
C1695985	Lewis-Sumner syndrome
C1696082	Peritoneal Necrotic Lesion
C1696153	Remitting seronegative symmetrical synovitis with pitting oedema syndrome
C1696466	Hepatic calcification
C1696701	Skin-picking
C1696708	Prehypertension
C1696946	Polyomavirus-associated nephropathy
C1697450	obsolete Prominent epicanthal folds
C1697453	Spontaneous hematomas
C1697744	HIV peripheral neuropathy
C1697846	Psoriatic conditions
C1697878	BK virus nephropathy
C1697976	Hypotestosteronism
C1698088	Malignant Solid Neoplasm
C1698196	Muscle Weakness Upper Limb
C1698259	HCV coinfection
C1698394	Acute promyelocytic leukaemia differentiation syndrome
C1698398	Eosinophilic bronchitis
C1698484	Mucosal Infection
C1698510	Bacterial otitis media
C1698581	Rokitansky Kuster Hauser syndrome
C1698626	Small Intestinal Mucositis
C1698818	Photodamaged skin
C1699634	HER-2 positive breast cancer
C1701919	EBV viremia
C1701938	Associated Pulmonary Arterial Hypertension
C1701939	Familial pulmonary arterial hypertension
C1701940	Pneumonia, Ventilator-Associated
C1704212	Embolus
C1704214	Lipogranuloma
C1704216	Basaloid carcinoma
C1704218	Storiform-Pleomorphic Malignant Fibrous Histiocytoma
C1704219	Dentinogenic Ghost Cell Tumor
C1704228	Thyroid Gland Adenocarcinoma
C1704230	Grade I Astrocytoma
C1704231	Metastatic Malignant Neoplasm to the Leptomeninges
C1704237	Trichodiscoma
C1704251	Breast Lymphoma
C1704268	Delusion of persecution
C1704272	Benign Prostatic Hyperplasia
C1704273	Endometrial Polyp
C1704274	Intrauterine adhesions
C1704275	Pyomyositis
C1704299	Hypobetalipoproteinemia, Familial, Apolipoprotein B
C1704315	Pyelonephritis acute necrotizing
C1704317	Leukokeratosis
C1704320	Glomerulonephritis, Minimal Change
C1704321	Nephrotic Syndrome, Minimal Change
C1704323	Paget's Disease of the Nipple
C1704327	Bone Sarcoma
C1704328	Osteoblastic Osteosarcoma
C1704330	Dental Diseases
C1704335	Apocrine cystadenoma
C1704356	Enchondroma
C1704373	Compulsive Personality Disorder
C1704374	Carcinoma of Endocrine Gland
C1704375	Hypophosphatemic Rickets
C1704376	Uterine Corpus Carcinosarcoma
C1704377	Bright Disease
C1704378	Heymann Nephritis
C1704380	Distal Renal Tubular Acidosis
C1704383	Primary Lung Lymphoma
C1704417	Hyperlipoproteinemia Type IIb
C1704421	Skin Pigmentation Disorder
C1704423	Milroy Disease
C1704424	Hereditary lymphedema type II
C1704429	Hypoalphalipoproteinemia, Familial
C1704430	Urinary Schistosomiasis
C1704431	Disorder of electrolytes
C1704436	Peripheral Arterial Diseases
C1704453	Oncocytic Schneiderian papilloma
C1704613	Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
C1704981	Hyperparathyroidism-Jaw Tumor Syndrome
C1705254	Neonatal Deformity
C1705500	Flasher - visual manifestation
C1706004	Anhydrotic Ectodermal Dysplasias
C1706192	Sulfatidosis
C1706410	Atopic IgE-mediated allergic disorder
C1706412	Lipidemias
C1706527	Primary intraocular non-Hodgkin malignant lymphoma
C1706559	Cornea verticillata
C1706595	Pachyonychia Congenita, Jadassohn Lewandowsky Type
C1706731	Adult Extraskeletal Myxoid Chondrosarcoma
C1706762	Aldosterone-Producing Adrenal Cortex Adenoma
C1706827	Apocrine Carcinoma
C1707251	Cancer Other
C1707291	NUT midline carcinoma
C1707332	Cellular Myxoma
C1707390	Chondroid Hamartoma
C1707400	Classic medulloblastoma
C1707439	Colorectal Mucinous Adenocarcinoma
C1707440	Colorectal Signet Ring Cell Carcinoma
C1707441	Colorectal Small Cell Neuroendocrine Carcinoma
C1707444	Columnar Cell Change of the Breast
C1707446	Columnar Cell Hyperplasia of the Breast
C1707508	Conventional Dermatofibrosarcoma Protuberans
C1707516	Corneal Sensitivity
C1707544	Cutaneous Fibrous Histiocytoma, Epithelioid Variant
C1707547	Primary cutaneous gamma-delta T-cell lymphoma
C1707549	Cutaneous Lymphomatoid Granulomatosis
C1707758	Direct Contact Transmission Infection
C1708045	Fetal Lung Adenocarcinoma
C1708107	Functioning Pancreatic Neuroendocrine Tumor
C1708187	Gardner Fibroma
C1708272	HIV lipodystrophy
C1708309	Hamartoma of Mature Cardiac Myocytes
C1708341	Heavier Menses
C1708349	Hereditary Diffuse Gastric Cancer
C1708350	Hereditary Leiomyomatosis and Renal Cell Cancer
C1708353	Hereditary Paraganglioma-Pheochromocytoma Syndrome
C1708371	Histiocytoid Cardiomyopathy
C1708397	Hydroa vacciniforme-like lymphoma
C1708498	Indirect Contact Transmission Infection
C1708502	Induced cataract
C1708550	Intimal sarcoma
C1708554	Intraocular Infection
C1708565	Invasive Cutaneous Melanoma
C1708566	Invasive Prostate Carcinoma
C1708604	Keratocystic Odontogenic Tumor
C1708716	Pericardial Solitary Fibrous Tumor
C1708747	Low grade appendiceal mucinous neoplasm
C1708749	Low Grade Fibromyxoid Sarcoma with Giant Collagen Rosettes
C1708751	Low grade myofibroblastic sarcoma
C1708773	Lung Melanoma
C1708778	mucoepidermoid carcinoma of lung
C1708781	Sarcomatoid carcinoma of the lung
C1708792	Lung Lymphoepithelioma-Like Carcinoma
C1708903	Malignant Proliferating Pilar Tumor
C1708956	Mediastinal Myeloid Sarcoma
C1708957	Mediastinal Paraganglioma
C1708998	Metastatic Adrenal Gland Pheochromocytoma
C1709052	Mixed Somatotroph and Lactotroph Adenoma
C1709103	Myxoinflammatory fibroblastic sarcoma
C1709153	Nasopharyngeal Differentiated Carcinoma
C1709166	Neoplastic C-Cell Hyperplasia
C1709220	Desmoplastic Neurotropic Melanoma
C1709246	Non-Neoplastic Disorder
C1709286	Null Cell Pituitary Gland Adenoma
C1709353	Osteofibrous Dysplasia
C1709457	Papillary Thyroid Microcarcinoma
C1709527	B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
C1709569	Pleomorphic hyalinizing angiectatic tumor of soft tissue
C1709573	Pleural Epithelioid Hemangioendothelioma
C1709578	Pleural Sarcomatoid Mesothelioma
C1709579	Pleural Synovial Sarcoma
C1709650	Presymptomatic Cancer
C1709656	Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type
C1709661	Primary Focal Segmental Glomerulosclerosis
C1709666	Primary Pulmonary Diffuse Large B-Cell Lymphoma
C1709735	Prosthetic Valve Thrombosis
C1709780	Pyloric Gland Adenoma
C1709781	Pyothorax-Associated Lymphoma
C1710014	Sarcomatoid Hepatocellular Carcinoma
C1710016	Satellite Nodule
C1710026	Sclerosing Epithelioid Fibrosarcoma
C1710040	Secondary Focal Segmental Glomerulosclerosis
C1710095	paranasal sinus and nasal cavity cancer
C1710096	Sinonasal undifferentiated carcinoma
C1710140	Sparsely Granulated Somatotroph Adenoma
C1710499	Pleuropulmonary blastoma type III
C1710501	Pleuropulmonary blastoma type I
C1710547	Unilateral Breast Carcinoma
C1711192	Sporadic Gastric Adenocarcinoma
C1711276	carcinosarcoma of lung
C1711390	Rectosigmoid Adenocarcinoma
C1711391	Recurrent Adult Hepatocellular Carcinoma
C1717804	Emphysema or COPD
C1717947	Incisional pain
C1719306	Refractory cytopenia with multilineage dysplasia (RCMD)
C1719313	Hereditary amyloid nephropathy
C1719315	Hereditary cardiac amyloidosis
C1719316	Inherited systemic amyloidosis
C1719382	Acquired torsion dystonia
C1719404	Idiopathic transverse myelitis
C1719472	Stress induced cardiomyopathy
C1719494	PERIODONTITIS, LOCALIZED AGGRESSIVE
C1719495	Aggressive periodontitis, generalized
C1719497	Localized chronic periodontitis
C1719498	Generalized chronic periodontitis
C1719528	Other stomatitis and mucositis (ulcerative)
C1719672	Severe Sepsis
C1719710	Chronic post-thoracotomy pain
C1719777	Hard drusen
C1719788	Episodic ataxia type 1
C1719796	With-the-rule astigmatism
C1719838	Peripapillary atrophy
C1719910	Pressure ulcer stage 4 (disorder)
C1720008	AIDS-related small noncleaved cell lymphoma
C1720037	Supranuclear gaze palsy
C1720164	Central corneal thickness
C1720180	Confluent drusen
C1720189	Episodic Ataxia
C1720251	Retinal pigment epithelium atrophy
C1720275	Gonadotropin releasing factor deficiency
C1720383	Simple ectopia lentis
C1720416	Episodic ataxia type 2 (disorder)
C1720430	Papillary carcinoma, clear cell
C1720452	Soft drusen
C1720470	Follicular carcinoma, widely invasive
C1720505	Adult growth hormone deficiency
C1720506	Follicular carcinoma, clear cell
C1720534	Adult-onset growth hormone deficiency
C1720649	Allergic disorder
C1720728	AIDS-related immunoblastic large cell lymphoma
C1720732	Subretinal fluid (finding)
C1720771	Testicular Hydrocele
C1720772	Hypoprebetalipoproteinemia
C1720775	Renal tubular necrosis
C1720777	Functional Laterality
C1720779	Apolipoprotein C-II Deficiency (disorder)
C1720795	Acute Bacterial Prostatitis
C1720796	Asymptomatic Inflammatory Prostatitis
C1720797	Chronic Bacterial Prostatitis
C1720802	Refsum Disease, Phytanoyl-CoA Hydroxylase Deficiency
C1720811	Tumor of Rete Testis
C1720816	Endometrial Diseases
C1720821	Membranoproliferative Glomerulonephritis, Type III
C1720824	Sudden Cardiac Arrest
C1720830	Painful Bladder Syndrome
C1720859	Familial Partial Lipodystrophy, Type 1
C1720860	Familial Partial Lipodystrophy, Type 2
C1720861	Familial Partial Lipodystrophy, Type 3
C1720862	Congenital Generalized Lipodystrophy Type 1
C1720863	Congenital Generalized Lipodystrophy Type 2
C1720864	Sulfatidosis, Juvenile, Austin Type
C1720887	Female Urogenital Diseases
C1720956	Hyper-IgM Immunodeficiency Syndrome, Type 2
C1720957	Hyper-IgM Immunodeficiency Syndrome, Type 3
C1720958	Hyper-IgM Immunodeficiency Syndrome, Type 5
C1720965	Ectodermal Dysplasia 3, Anhidrotic
C1720983	Channelopathies
C1720994	Eye Movement Measurements
C1721005	Leukokeratosis, Hereditary Mucosal
C1721006	Keratoderma, Palmoplantar, Epidermolytic
C1721007	Pachyonychia Congenita, Type 2 (disorder)
C1721017	Paraneoplastic Opsoclonus-Myoclonus Ataxia
C1721053	Female Athlete Triad Syndrome
C1721096	Brugada ECG Pattern
C1721098	Replication Error Phenotype
C1723764	Chronic Prostatitis with Chronic Pelvic Pain Syndrome
C1735368	Acute dystonia
C1735373	Acute uveitis
C1735375	Progressive optic neuropathy
C1735378	Chronic polyarthritis
C1735590	Autoimmune inner ear disease
C1735591	VACTERL Association
C1735593	Intracardiac mass
C1735598	Paraneoplastic dermatomyositis
C1735608	SLE flare
C1735635	Progression of adenocarcinoma
C1735643	Chronic wheezing
C1735856	Migraine with Typical Aura
C1735886	Bland White Garland Syndrome
C1735901	Recurrent deep vein thrombosis
C1735902	Acute agranulocytosis
C1735903	Chronic acidosis
C1735911	Weakness worsened
C1735914	Recurrent pulmonary embolism
C1736154	Anti-MAG neuropathy
C1736175	Progression of rheumatoid arthritis
C1737223	Secondary hypoparathyroidism
C1737225	Mesangioproliferative glomerulonephritis
C1737229	Pemphigus herpetiformis
C1737250	Progression of non-small cell lung cancer
C1737260	Recurrent mycobacterium avium complex infections
C1737261	Acute myeloid leukaemia progression
C1737267	Acute pulmonary congestion
C1737329	Dysmorphism
C1739105	Platelet anisocytosis
C1739108	Latent Autoimmune Diabetes in Adults
C1739111	Fetus affected by placental transfer of anticonvulsant
C1739133	Mucocutaneous herpes simplex
C1739135	Progression of prostate cancer
C1739147	Subacute necrotising encephalomyopathy
C1739363	Prostatic Hypertrophy
C1739382	Chronic iron overload
C1739384	Angel shaped phalangoepiphyseal dysplasia
C1739388	Birch pollen allergy
C1739389	Urachal remnant
C1739392	Thin glomerular basement membrane disease
C1739394	Leydig cell insufficiency
C1739395	Takotsubo Cardiomyopathy
C1739405	CML progression
C1739406	Acute coagulopathy
C1740787	Cardiac autonomic neuropathy
C1740794	Aortic wall hypertrophy
C1740801	Exaggerated startle response
C1740821	Slowly progressive insulin dependent diabetes
C1740827	CLL progression
C1740836	Acute migraine
C1744558	T-lymphocyte deficiency
C1744559	Congenital ectodermal dysplasia of face
C1744601	Abnormal heart beat
C1744705	Atrophy of optic disc
C1761609	Aspiration pneumonitis
C1761613	Conjunctival hyperemia
C1762616	Meningioma, benign, no ICD-O subtype
C1785148	RAPP-HODGKIN SYNDROME
C1800706	Idiopathic Pulmonary Fibrosis
C1801950	Opitz-G syndrome, type 2
C1802395	Congenital muscular hypertrophy-cerebral syndrome
C1802398	Chromosome 5, trisomy 5q
C1806780	Increased CSF protein
C1809471	Familial benign hypercalcemia
C1812607	Aortic aneurysm and dissection
C1812609	Variola major
C1820737	Temperature instability
C1820738	Feeding intolerance
C1821417	RESTING HEART RATE
C1824925	DEAFNESS, AUTOSOMAL RECESSIVE 70
C1827192	Allergic fungal sinusitis
C1827284	Refractory occipital lobe epilepsy
C1827293	Carcinoma of urinary bladder, invasive
C1827301	Extensively Drug-Resistant Tuberculosis
C1827377	Slow acetylator due to N-acetyltransferase enzyme variant
C1827396	Refractory infantile spasms
C1827434	Seminoma of testis, stage 1
C1827524	Wide spaced nipples
C1827561	Disseminated Mycobacterium kansasii infection
C1827668	Tongue thrusting when swallowing, abnormal persistence beyond early childhood
C1827691	Refractory frontal lobe epilepsy
C1827700	Luxation of lens
C1827820	Fast acetylator due to N-acetyltransferase enzyme variant
C1827841	Enzyme activity finding
C1827849	IgE-mediated allergic asthma
C1827894	Upper urinary tract infection
C1827970	Neurofibroma of subcutaneous tissue
C1827973	Barbiturate withdrawal
C1827996	Ovarian cancer, disseminated
C1828017	Intermittent hyperventilation
C1828210	Macular dystrophy, concentric annular
C1828221	Non dystrophic myotonia
C1828256	Acute renal failure due to ischemia
C1828378	Sinistrocardia
C1828448	Paraneoplastic encephalitis
C1829460	Tongue thrusting
C1829648	Amino acidemias
C1829703	Carnitine palmitoyl transferase 1A deficiency
C1829742	Fatty acid oxidation defects
C1831619	Phosphaturic Mesenchymal Tumor
C1832033	Adult Subependymal Giant Cell Astrocytoma
C1832034	Childhood Subependymal Giant Cell Astrocytoma
C1832097	EPIDERMAL DIFFERENTIATION COMPLEX
C1832099	Wilms tumor and radial bilateral aplasia
C1832117	Short humerus
C1832119	Fibular hypoplasia
C1832127	Square face
C1832130	Pursed lips
C1832146	Metaphyseal rarefaction
C1832160	Abnormality of temperature regulation
C1832162	HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY
C1832167	Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism
C1832168	BLOOD GROUP--FROESE
C1832174	DOYNE HONEYCOMB RETINAL DYSTROPHY
C1832175	Cataract, Congenital, Cerulean Type, 2
C1832187	Deafness, Autosomal Dominant 12
